brewery,beer_name,beer_style,availability,aby,master_style,abv
Ponysaurus Brewing,Scottish Ale,Scottish-Style Heavy Ale,,,Ale,7.5
Ponysaurus Brewing,Videri Chocolate Stout,Sweet or Cream Stout,,,Stout,6.4
Ponysaurus Brewing,Weissbier,German-Style Leichtes Weizen / Weissbier,,,Other,4.7
Ponysaurus Brewing,Weizenbock,South German-Style Weizenbock / Weissbock,,,Other,5.6
Ponysaurus Brewing,Belgian Pale Ale,Belgian-Style Pale Ale,,,Pale Ale,5.6
Ponysaurus Brewing,Biere de Garde,French-Style Bière de Garde,,,Other,6.3
Ponysaurus Brewing,Export Stout,Foreign (Export)-Style Stout,,,Stout,6.2
Ponysaurus Brewing,Fig Saison Ale,French & Belgian-Style Saison,,,Saison,6.3
Ponysaurus Brewing,Imperial Stout,British-Style Imperial Stout,,,Stout,10.3
Ponysaurus Brewing,India Pale Ale,American-Style India Pale Ale,,,IPA,6.3
Ponysaurus Brewing,Reserve Ale,Belgian-Style Dark Strong Ale,,,Ale,9.3
Ponysaurus Brewing,Scottish Ale,Scottish-Style Heavy Ale,,,Ale,7.5
Ponysaurus Brewing,Videri Chocolate Stout,Sweet or Cream Stout,,,Stout,6.4
Ponysaurus Brewing,Weissbier,German-Style Leichtes Weizen / Weissbier,,,Other,4.7
Ponysaurus Brewing,Weizenbock,South German-Style Weizenbock / Weissbock,,,Other,5.6
Ponysaurus Brewing,Belgian Pale Ale,Belgian-Style Pale Ale,,,Pale Ale,5.6
Ponysaurus Brewing,Biere de Garde,French-Style Bière de Garde,,,Other,6.3
Ponysaurus Brewing,Export Stout,Foreign (Export)-Style Stout,,,Stout,6.2
Ponysaurus Brewing,Fig Saison Ale,French & Belgian-Style Saison,,,Saison,6.3
Ponysaurus Brewing,Imperial Stout,British-Style Imperial Stout,,,Stout,10.3
Ponysaurus Brewing,India Pale Ale,American-Style India Pale Ale,,,IPA,6.3
Ponysaurus Brewing,Reserve Ale,Belgian-Style Dark Strong Ale,,,Ale,9.3
Ponysaurus Brewing,Scottish Ale,Scottish-Style Heavy Ale,,,Ale,7.5
Ponysaurus Brewing,Videri Chocolate Stout,Sweet or Cream Stout,,,Stout,6.4
Ponysaurus Brewing,Weissbier,German-Style Leichtes Weizen / Weissbier,,,Other,4.7
Ponysaurus Brewing,Weizenbock,South German-Style Weizenbock / Weissbock,,,Other,5.6
Red Hare Brewing Company,Ain't That a Peach,Berliner-Style Weisse (Wheat),,,Other,3.9
Red Hare Brewing Company,Barrel Aged Gangway IPA,American-Style India Pale Ale,,,IPA,
Red Hare Brewing Company,Berry Belgian Waffle,Belgian-Style Pale Ale,Seasonal,,Pale Ale,7.9
Red Hare Brewing Company,Citra Dry Hop Lager (CDL),Dry Lager,Year Round,,Lager,4.0
Red Hare Brewing Company,Coconut Coffee Porter,Coffee-Flavored Beer,Seasonal,,Other,7.8
Red Hare Brewing Company,Cotton Tail Orange Creamsic-ALE,American-Style Pale Ale,,,Pale Ale,5.5
Red Hare Brewing Company,Cotton Tail Pale Ale,American-Style Pale Ale,Year Round,,Pale Ale,5.5
Red Hare Brewing Company,Evolving Hare,Session India Pale Ale,,,IPA,4.6
Red Hare Brewing Company,Forbidden Fruit,French & Belgian-Style Saison,Seasonal,,Saison,5.5
Red Hare Brewing Company,Gangway IPA,American-Style India Pale Ale,Year Round,,IPA,6.9
Red Hare Brewing Company,Gem City Classic,American-Style Light (Low Calorie) Lager,Year Round,,Lager,4.2
Red Hare Brewing Company,Hasenpfeffer Oktoberfest,German-Style Oktoberfest / Wiesen (Meadow),Fall,,Other,5.5
Red Hare Brewing Company,Hassenpfeffer Oktoberfest,American-Style Märzen / Oktoberfest,Seasonal,,Other,5.5
Red Hare Brewing Company,Island of Misfits,American-Style India Pale Ale,,,IPA,7.2
Red Hare Brewing Company,Long Day Lager,American-Style Lager,Year Round,,Lager,4.98
Red Hare Brewing Company,Long Night Lager,International-Style Pilsener,,,Other,4.98
Red Hare Brewing Company,National Common,California Common Beer,Limited,,Other,5.5
Red Hare Brewing Company,Peach State Pale Ale,American-Style Pale Ale,,,Pale Ale,5.8
Red Hare Brewing Company,Rabbit's Reserve # 9: Imperial Red IPA,Imperial Red Ale,Limited,,Ale,9.4
Red Hare Brewing Company,Rabbit's Reserve #3: Saison,French & Belgian-Style Saison,Limited,,Saison,5.5
Red Hare Brewing Company,Rabbit's Reserve #4: OktoberfestIn,German-Style Oktoberfest / Wiesen (Meadow),Limited,,Other,
Red Hare Brewing Company,Rabbit's Reserve #5: Double Black IPA,American-Style Black Ale,Limited,,Ale,9.0
Red Hare Brewing Company,Rabbit's Reserve #6: Rauchbier,Bamberg-Style Märzen Rauchbier,Limited,,Other,6.8
